id,report_number,origin,sponsor_entity_id,sponsor_id,sponsor_name,sponsor_description,report_type,report_date,election_year,sponsor_address,sponsor_city,sponsor_state,sponsor_zip,sponsor_email,total_unitemized,total_cycle,total_this_report,expenditure_amount,expenditure_description,date_expense_obligated,date_advertising_presented,vendor_name,vendor_address,vendor_city,vendor_state,vendor_zipcode,url,sponsor_location,vendor_location,candidate_name,ballot_name,ballot_number,ballot_type,portion_of_amount,for_or_against,sponsor_phone,candidate_entity_id,candidate_candidacy_id,candidate_committee_id,candidate_filer_id,candidate_last_name,candidate_first_name,candidate_office,candidate_jurisdiction,candidate_party,filer_id,funders_name,date_received,amount,funders_address,funders_city,funders_state,funders_zipcode,funders_location,funders_first_name,funders_occupation,funders_employer,funders_employer_city,funders_employer_state
12640.expn,7348,C6.2 - Itemized Expenditures,34100,947,SOUTHWEST COMMUNITIES ENTERPRISE WASHINGTON ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,1603 116TH AVE NE #120,BELLEVUE,WA,98004,info@enterprisewashington.org,0.00,69529.75,13153.76,6500.00,BACKGROUND CHECK,2016-10-01T00:00:00.000,2016-10-19T00:00:00.000,VICTORY ENTERPRISES,520 30TH STREET SW,DAVENPORT,IA,52802,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7348'},"{'type': 'Point', 'coordinates': [-122.18576, 47.62528]}","{'type': 'Point', 'coordinates': [-90.64906, 41.48821]}",,,,,,,425-313-0074,,,,,,,,,,,,,,,,,,,,,,,
12641.expn,7349,C6.2 - Itemized Expenditures,34100,947,SOUTHWEST COMMUNITIES ENTERPRISE WASHINGTON ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,1603 116TH AVE NE #120,BELLEVUE,WA,98004,info@enterprisewashington.org,0.00,110706.83,41177.08,25000.00,DIGITAL AD PLACEMENT,2016-10-20T00:00:00.000,2016-10-21T00:00:00.000,COLLECTIVE,250 HUDSON STREET 4TH FL,NEW YORK,NY,10013,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7349'},"{'type': 'Point', 'coordinates': [-122.18576, 47.62528]}","{'type': 'Point', 'coordinates': [-74.007551, 40.72487]}",,,,,,,425-313-0074,,,,,,,,,,,,,,,,,,,,,,,
14554.entity,7336,C6.3 - Identified Entities,34457,346,WHATCOM COUNTY REPUBLICAN PARTY ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-31T00:00:00.000,2016,2321 BAKERVIEW RD. SUITE D,BELLINGHAM,WA,98248,,0.00,664.58,664.58,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7336'},"{'type': 'Point', 'coordinates': [-122.48822, 48.75955]}",,  ,PROPOSITION 1 - EMS LEVY,0,LOCAL,664.58,Against,,,,,,,,,,,,,,,,,,,,,,,,
14563.entity,7345,C6.3 - Identified Entities,32871,760,MASTER BUILDERS ASSN OF KING & SNOHOMISH CO AFFORDABLE HOUSING COUNCIL ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,335 116TH AVE SE,BELLEVUE,WA,98004,,0.00,6153.51,6153.51,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7345'},"{'type': 'Point', 'coordinates': [-122.18604, 47.60654]}",,  ,SNOHOMISH COUNTY CHARTER AMENDMENT PROP4,4,LOCAL,6153.51,Against,,,,,,,,,,,,,,,,,,,,,,,,
14640.entity,7399,C6.3 - Identified Entities,33877,600,PLANNED PARENTHOOD VOTES NORTHWEST ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,2001 E MADISON,SEATTLE,WA,98122,,0.00,87515.88,5909.44,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7399'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}",,  ,RAISE UP WASHINGTON,1433,STATEWIDE,422.33,For,,,,,,,,,,,,,,,,,,,,,,,,
12619.expn,7329,C6.2 - Itemized Expenditures,33334,445,FAMILY POLICY ACTION ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,"16108 ASH WAY, SUITE 111A","LYNNWOOD,",WA,98087,INFO@FPIW.ORG,0.00,5722.47,5722.47,5722.47,DIRECT MAIL,2016-10-24T00:00:00.000,2016-10-24T00:00:00.000,MAJORITYSTRATEGIES,"12854 KENAN DRIVE, SUITE145",JACKSONVILLE,FL,32258,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7329'},"{'type': 'Point', 'coordinates': [-122.25972, 47.85298]}","{'type': 'Point', 'coordinates': [-81.524721, 30.13587]}",,,,,,,425-608-0242,,,,,,,,,,,,,,,,,,,,,,,
12620.expn,7330,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,696498.18,29000.00,29000.00,MAIL,2016-10-05T00:00:00.000,2016-10-28T00:00:00.000,GILPIN GROUP,"1574 PARKVIEW DR NE, #3",BAINBRIDGE ISLAND,WA,98501,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7330'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}","{'type': 'Point', 'coordinates': [-122.86976, 46.97363]}",,,,,,,3606288129,,,,,,,,,,,,,,,,,,,,,,,
12621.expn,7331,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-31T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,703731.51,7233.33,7233.33,GOTV CALLS,2016-10-15T00:00:00.000,2016-10-18T00:00:00.000,AMPLIFIED STRATEGIES,1803 42 AVE E,SEATTLE,WA,98112,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7331'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}","{'type': 'Point', 'coordinates': [-122.27877, 47.63472]}",,,,,,,3606288129,,,,,,,,,,,,,,,,,,,,,,,
12622.expn,7332,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-31T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,710964.84,7233.33,7233.33,GOTV CALLS,2016-10-15T00:00:00.000,2016-10-25T00:00:00.000,AMPLIFIED STRATEGIES,1803 42ND AVE E,OLYMPIA,WA,98112,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7332'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}","{'type': 'Point', 'coordinates': [-122.27877, 47.63472]}",,,,,,,3606288129,,,,,,,,,,,,,,,,,,,,,,,
12623.expn,7333,C6.2 - Itemized Expenditures,33255,963,DENTISTS FOR PATIENT CARE (WA STATE DENTAL PAC) ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,126 NW CANAL STREET,SEATTLE,WA,98107,HEATHER@CLARKECOMPANY.NET,0.00,109134.96,10738.66,10738.66,DIRECT MAIL,2016-10-31T00:00:00.000,2016-10-31T00:00:00.000,INNOVATE MEDIA & STRATEGY,3711 37TH ST CT NW,GIG HARBOR,WA,98335,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7333'},"{'type': 'Point', 'coordinates': [-122.35885, 47.65272]}","{'type': 'Point', 'coordinates': [-122.58953, 47.29243]}",,,,,,,360-628-8129,,,,,,,,,,,,,,,,,,,,,,,
12704.expn,7393,C6.2 - Itemized Expenditures,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,GMANSELL@WASHINGTONEA.ORG,0.00,852878.94,622.80,622.80,LD28 ONLINE ADS,2016-10-30T00:00:00.000,2016-10-30T00:00:00.000,WINNING MARK,1220 SW MORRISON ST # 910,PORTLAND,OR,97205,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7393'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}","{'type': 'Point', 'coordinates': [-122.68483, 45.52035]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12705.expn,7394,C6.2 - Itemized Expenditures,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,GMANSELL@WASHINGTONEA.ORG,0.00,853336.08,457.14,457.14,LD30 ONLINE ADS,2016-10-30T00:00:00.000,2016-10-30T00:00:00.000,WINNING MARK,1220 SW MORRISON ST # 910,PORTLAND,OR,97205,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7394'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}","{'type': 'Point', 'coordinates': [-122.68483, 45.52035]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12706.expn,7395,C6.2 - Itemized Expenditures,34327,150,WA EDUCATION ASSN PAC ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,PO BOX 9100,FEDERAL WAY,WA,98063,GMANSELL@WASHINGTONEA.ORG,0.00,854063.24,727.16,727.16,LD44 ONLINE ADS,2016-10-30T00:00:00.000,2016-10-30T00:00:00.000,WINNING MARK,1220 SW MORRISON ST # 910,PORTLAND,OR,97205,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7395'},"{'type': 'Point', 'coordinates': [-122.33445, 47.2985]}","{'type': 'Point', 'coordinates': [-122.68483, 45.52035]}",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12707.expn,7396,C6.2 - Itemized Expenditures,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,JEFFDAVIS@MADISONCORP.BIZ,0.00,747053.62,19844.10,19844.10,PRINTING POSTAGE MAILER,2016-10-28T00:00:00.000,2016-10-28T00:00:00.000,MADISON COMMUNICATIONS CORP.,POST OFFICE BOX 2408,WOODINVILLE,WA,98072,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7396'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}","{'type': 'Point', 'coordinates': [-122.13847, 47.75605]}",,,,,,,206-617-9762,,,,,,,,,,,,,,,,,,,,,,,
12708.expn,7397,C6.2 - Itemized Expenditures,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,JEFFDAVIS@MADISONCORP.BIZ,0.00,766761.77,19708.15,19708.15,PRINTING POSTAGE MAILER,2016-10-29T00:00:00.000,2016-10-29T00:00:00.000,MADISON COMMUNICATIONS CORP.,POST OFFICE BOX 2408,WOODINVILLE,WA,98072,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7397'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}","{'type': 'Point', 'coordinates': [-122.13847, 47.75605]}",,,,,,,206-617-9762,,,,,,,,,,,,,,,,,,,,,,,
12709.expn,7398,C6.2 - Itemized Expenditures,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,JEFFDAVIS@MADISONCORP.BIZ,0.00,930760.60,18582.16,18582.16,PRINTING POSTAGE MAILER,2016-10-29T00:00:00.000,2016-10-29T00:00:00.000,MADISON COMMUNICATIONS CORP.,POST OFFICE BOX 2408,WOODINVILLE,WA,98072,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7398'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}","{'type': 'Point', 'coordinates': [-122.13847, 47.75605]}",,,,,,,206-617-9762,,,,,,,,,,,,,,,,,,,,,,,
12710.expn,7399,C6.2 - Itemized Expenditures,33877,600,PLANNED PARENTHOOD VOTES NORTHWEST ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,2001 E MADISON,SEATTLE,WA,98122,ELAINE.ROSE@PPVOTESNW.ORG,0.00,87515.88,5909.44,240.47,STAFF SERVICES - CANVASSING,2016-10-30T00:00:00.000,2016-10-30T00:00:00.000,PPVNH,613 N PINE ST,ELLENSBURG,WA,98926,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7399'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}","{'type': 'Point', 'coordinates': [-120.54639, 46.99837]}",,,,,,,206-328-7735,,,,,,,,,,,,,,,,,,,,,,,
12711.expn,7399,C6.2 - Itemized Expenditures,33877,600,PLANNED PARENTHOOD VOTES NORTHWEST ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,2001 E MADISON,SEATTLE,WA,98122,ELAINE.ROSE@PPVOTESNW.ORG,0.00,87515.88,5909.44,110.69,STAFF SERVICES - CANVASSING,2016-10-30T00:00:00.000,2016-10-30T00:00:00.000,PPVNH,123 E INDIANA AVE STE 100,SPOKANE,WA,99207,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7399'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}","{'type': 'Point', 'coordinates': [-117.40822, 47.67533]}",,,,,,,206-328-7735,,,,,,,,,,,,,,,,,,,,,,,
12712.expn,7399,C6.2 - Itemized Expenditures,33877,600,PLANNED PARENTHOOD VOTES NORTHWEST ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,2001 E MADISON,SEATTLE,WA,98122,ELAINE.ROSE@PPVOTESNW.ORG,0.00,87515.88,5909.44,192.43,STAFF SERVICES - CANVASSING,2016-10-30T00:00:00.000,2016-10-30T00:00:00.000,PPVNH,1509 CORNWALL AVE,BELLINGHAM,WA,98225,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7399'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}","{'type': 'Point', 'coordinates': [-122.47597, 48.75235]}",,,,,,,206-328-7735,,,,,,,,,,,,,,,,,,,,,,,
12713.expn,7399,C6.2 - Itemized Expenditures,33877,600,PLANNED PARENTHOOD VOTES NORTHWEST ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,2001 E MADISON,SEATTLE,WA,98122,ELAINE.ROSE@PPVOTESNW.ORG,0.00,87515.88,5909.44,1551.79,STAFF SERVICES - CANVASSING,2016-10-30T00:00:00.000,2016-10-30T00:00:00.000,PPVNH,2001 E MADISON ST,SEATTLE,WA,98122,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7399'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}","{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}",,,,,,,206-328-7735,,,,,,,,,,,,,,,,,,,,,,,
12714.expn,7399,C6.2 - Itemized Expenditures,33877,600,PLANNED PARENTHOOD VOTES NORTHWEST ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,2001 E MADISON,SEATTLE,WA,98122,ELAINE.ROSE@PPVOTESNW.ORG,0.00,87515.88,5909.44,3536.46,TELEPHONING,2016-10-30T00:00:00.000,2016-10-30T00:00:00.000,STONE PHONES,41-750 RANCHO LAS PALMAS DR,RANCHO MIRAGE,CA,92270,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7399'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}","{'type': 'Point', 'coordinates': [-116.41079, 33.74248]}",,,,,,,206-328-7735,,,,,,,,,,,,,,,,,,,,,,,
12715.expn,7399,C6.2 - Itemized Expenditures,33877,600,PLANNED PARENTHOOD VOTES NORTHWEST ,"A business, union, group, association, organization, or other person using only general treasury funds.",Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,2001 E MADISON,SEATTLE,WA,98122,ELAINE.ROSE@PPVOTESNW.ORG,0.00,87515.88,5909.44,277.60,STAFF SERVICES - CANVASSING,2016-10-30T00:00:00.000,2016-10-30T00:00:00.000,PPVNH,11516 SE MILL PLAIN BLVD,VANCOUVER,WA,98684,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7399'},"{'type': 'Point', 'coordinates': [-122.30516, 47.61744]}","{'type': 'Point', 'coordinates': [-122.55367, 45.62158]}",,,,,,,206-328-7735,,,,,,,,,,,,,,,,,,,,,,,
12716.expn,7400,C6.2 - Itemized Expenditures,34476,778,WORKING FAMILIES ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,"704 228TH AVENUE NE, #104",SAMMAMISH,WA,98074,JEFFDAVIS@MADISONCORP.BIZ,0.00,950071.72,19311.12,19311.12,PRINTING POSTAGE MAILER,2016-10-29T00:00:00.000,2016-10-29T00:00:00.000,MADISON COMMUNICATIONS CORP.,POST OFFICE BOX 2408,WOODINVILLE,WA,98072,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7400'},"{'type': 'Point', 'coordinates': [-122.03541, 47.6164]}","{'type': 'Point', 'coordinates': [-122.13847, 47.75605]}",,,,,,,206-617-9762,,,,,,,,,,,,,,,,,,,,,,,
12624.expn,7334,C6.2 - Itemized Expenditures,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-31T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,HEATHER@CLARKECOMPANY.NET,0.00,718198.17,7233.33,7233.33,GOTV CALLS,2016-10-15T00:00:00.000,2016-11-01T00:00:00.000,AMPLIFIED STRATEGIES,1803 42 AVE E,SEATTLE,WA,98112,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7334'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}","{'type': 'Point', 'coordinates': [-122.27877, 47.63472]}",,,,,,,3606288129,,,,,,,,,,,,,,,,,,,,,,,
14533.entity,7329,C6.3 - Identified Entities,33334,445,FAMILY POLICY ACTION ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,"16108 ASH WAY, SUITE 111A","LYNNWOOD,",WA,98087,,0.00,5722.47,5722.47,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7329'},"{'type': 'Point', 'coordinates': [-122.25972, 47.85298]}",,ALICIA BERRY ,,,,2861.24,For,,3997,4529,1423,BERRA  336,BERRY,ALICIA,SUPERIOR COURT JUDGE,BENTON/FRANKLIN CO SUPERIOR COURT &,NON PARTISAN,BERRA  336,,,,,,,,,,,,,
14534.entity,7329,C6.3 - Identified Entities,33334,445,FAMILY POLICY ACTION ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,"16108 ASH WAY, SUITE 111A","LYNNWOOD,",WA,98087,,0.00,5722.47,5722.47,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7329'},"{'type': 'Point', 'coordinates': [-122.25972, 47.85298]}",,ALEXANDER EKSTROM ,,,,2861.23,Against,,4322,4972,5596,EKSTA  354,EKSTROM,ALEXANDER,SUPERIOR COURT JUDGE,BENTON/FRANKLIN CO SUPERIOR COURT &,NON PARTISAN,EKSTA  354,,,,,,,,,,,,,
14535.entity,7330,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,696498.18,29000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7330'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,JAMES WALSH ,,,,14000.00,For,,885,4433,20463,WALSJW 520,WALSH,JAMES,STATE REPRESENTATIVE,LEG DISTRICT 19 - HOUSE,REPUBLICAN,WALSJW 520,,,,,,,,,,,,,
14536.entity,7330,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure Ad,2016-10-31T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,696498.18,29000.00,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7330'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,JOHN HUTCHINGS ,,,,15000.00,For,,3801,4231,9130,HUTCJ  506,HUTCHINGS,JOHN,COUNTY COMMISSIONER,THURSTON CO,NONE,HUTCJ  506,,,,,,,,,,,,,
14537.entity,7331,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-31T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,703731.51,7233.33,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7331'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,LINDA KOCHMAR ,,,,333.00,For,,507,4156,10611,KOCHL  003,KOCHMAR,LINDA,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,KOCHL  003,,,,,,,,,,,,,
14538.entity,7331,C6.3 - Identified Entities,32964,893,WASHINGTON REALTORS POLITICAL ACTION COMMITTEE ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Independent Expenditure,2016-10-31T00:00:00.000,2016,504 14TH AVE SE,OLYMPIA,WA,98501,,0.00,703731.51,7233.33,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7331'},"{'type': 'Point', 'coordinates': [-122.89537, 47.03618]}",,TERI HICKEL ,,,,333.00,For,,3810,4245,8737,HICKT  354,HICKEL,TERI,STATE REPRESENTATIVE,LEG DISTRICT 30 - HOUSE,REPUBLICAN,HICKT  354,,,,,,,,,,,,,
3034.source,7396,C6.5 - Funding Sources,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7396'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-10-17T00:00:00.000,400000.00,POST OFFICE BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
3033.source,7396,C6.5 - Funding Sources,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7396'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-10-11T00:00:00.000,300000.00,POST OFFICE BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
3032.source,7396,C6.5 - Funding Sources,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7396'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-09-21T00:00:00.000,100000.00,POST OFFICE BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
3031.source,7396,C6.5 - Funding Sources,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7396'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-09-02T00:00:00.000,100000.00,POST OFFICE BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
3038.source,7397,C6.5 - Funding Sources,33199,855,COMMUNITY PROGRESS ,A political committee filing C-3 and C-4 reports. (RCW 42.17A.205 - .240),Electioneering Communication,2016-10-31T00:00:00.000,2016,"218 MAIN STREET, PMB 412",KIRKLAND,WA,98034,,,,,,,,,,,,,,{'url': 'https://web.pdc.wa.gov/rptimg/default.aspx?batchnumber=C6-7397'},"{'type': 'Point', 'coordinates': [-122.20873, 47.68149]}",,,,,,,,,,,,,,,,,,,THE REAGAN FUND,2016-10-17T00:00:00.000,400000.00,POST OFFICE BOX 904,OLYMPIA,WA,98507,"{'type': 'Point', 'coordinates': [-122.89604, 47.04087]}",,,,,
